38662, 39667, 42692, 39270, 40125, 44870, 50296, 38943, 46063, 39722, 40271, 43940, 39284, 38795, 39725, 48285, 44701, 41037, 38674, 40471, 41306, 40434, 42834, 39312, 39292, 44395, 39713, 39643, 38964, 41255, 
98192, 88137, 95801, 106507, 90334, 108571, 82447, 99906, 91646, 103319, 89598, 95372, 91446, 89696, 91081, 91777, 88681, 97062, 95471, 95882, 90131, 97903, 86995, 87871, 96185, 88515, 101623, 82750, 101497, 91347, 
132220, 132250, 141418, 140231, 143452, 131318, 126282, 153744, 134285, 134953, 135138, 148432, 151915, 132492, 144944, 139216, 135974, 150165, 131553, 166193, 141312, 138413, 149629, 153047, 130462, 162895, 154895, 131045, 135050, 145612, 
199236, 189848, 183686, 200975, 215938, 199053, 176909, 192072, 203197, 190773, 204612, 209213, 186945, 187184, 197308, 183067, 188138, 191795, 229125, 197924, 194614, 191663, 191530, 200407, 199377, 200651, 186176, 186849, 185803, 189824, 
233344, 238108, 245123, 238249, 242412, 247660, 247732, 240768, 223100, 266410, 272898, 262444, 225841, 254256, 245978, 251942, 233077, 270505, 267680, 244669, 250005, 242200, 247453, 243746, 274416, 237235, 281641, 272295, 262559, 272041, 
284910, 294323, 305856, 304028, 305506, 296901, 300681, 319838, 327602, 308949, 278709, 278876, 288182, 304040, 294064, 291702, 314254, 303493, 322332, 282680, 279176, 293315, 277126, 336557, 302621, 326097, 289105, 292944, 305181, 314497, 
312193, 371164, 358922, 361474, 391217, 389856, 353081, 355218, 334635, 352569, 367265, 358612, 363346, 406841, 358313, 377965, 363924, 374925, 377001, 460951, 372432, 394909, 376775, 337072, 353936, 339006, 362829, 369663, 347835, 338989, 
472295, 392392, 464405, 395515, 392787, 420016, 413191, 393989, 408319, 402757, 461379, 412612, 411538, 393614, 402484, 426255, 459138, 431293, 464334, 420492, 452782, 370154, 431961, 379047, 453145, 413087, 396268, 440576, 397203, 438609, 
443792, 459211, 488499, 473660, 451844, 546353, 486742, 467049, 435676, 463868, 512601, 484096, 472557, 487577, 424927, 451251, 472862, 473773, 452630, 452796, 474615, 499076, 444321, 490591, 491013, 456088, 478579, 475091, 505725, 489458, 
503090, 525876, 498995, 520102, 509327, 532058, 531917, 489943, 545825, 544985, 524959, 499887, 510688, 510353, 494800, 515105, 524887, 579320, 526617, 518628, 510490, 486485, 517136, 608729, 496343, 555720, 506142, 504314, 514188, 487787, 
