44677, 51180, 44679, 37054, 44204, 33992, 37859, 41109, 41661, 41820, 39608, 52430, 42017, 42166, 43976, 41860, 49712, 60388, 49004, 37310, 39820, 41703, 40887, 47227, 37735, 41988, 35151, 40490, 35302, 59222, 

115826, 87929, 89838, 79231, 93363, 87283, 94926, 87010, 106262, 107903, 90040, 85707, 90530, 95201, 88139, 112572, 92765, 95783, 97715, 88243, 105417, 86239, 80257, 93028, 95918, 78214, 107431, 83885, 77793, 111548, 

157211, 145466, 162984, 147863, 149011, 136812, 131718, 135137, 128299, 176032, 130550, 149985, 137677, 128501, 138410, 140389, 149328, 126820, 145941, 155268, 124048, 149933, 137988, 151695, 192642, 141611, 148494, 131240, 150200, 140633, 

189746, 199277, 215427, 196088, 203190, 167916, 181201, 248784, 166971, 210638, 198544, 196410, 175356, 296188, 207292, 185334, 186139, 187701, 172421, 187891, 247573, 169509, 211577, 191974, 181953, 192097, 227808, 198314, 181158, 179285, 

290253, 266690, 255538, 269215, 255215, 231902, 230954, 230932, 284345, 228728, 230617, 339702, 249684, 240987, 274771, 244341, 289810, 252929, 251922, 246607, 337635, 267577, 229845, 223648, 228896, 273626, 232238, 223491, 267938, 240241, 

285706, 289042, 349847, 277916, 289063, 314124, 322839, 333988, 301434, 302119, 320499, 313431, 363625, 309279, 353756, 340206, 302184, 324433, 372239, 304582, 364379, 308846, 301911, 412124, 344671, 275009, 291486, 333664, 280276, 356789, 

314206, 418722, 329963, 418104, 392737, 445136, 370483, 419500, 396668, 386659, 378986, 351102, 372016, 325423, 386246, 325761, 358121, 324606, 408660, 407991, 455550, 356570, 466104, 381280, 296345, 409104, 373999, 352726, 383550, 361810, 

393749, 411544, 498255, 471333, 463804, 540005, 429816, 396911, 435673, 528776, 439347, 512670, 469712, 475743, 423568, 394030, 442399, 431912, 372211, 399992, 429227, 436634, 440602, 422913, 527710, 463985, 464051, 403426, 390522, 448893, 

498095, 484445, 446552, 451620, 452211, 509370, 491208, 507822, 554945, 460570, 459698, 466384, 447947, 521236, 430426, 520682, 431081, 504635, 479631, 521063, 566677, 450067, 569357, 545739, 473087, 545258, 451861, 452690, 511699, 445337, 

680934, 499436, 550376, 545430, 602700, 576438, 587414, 557369, 627125, 551646, 504613, 586395, 560542, 488451, 520698, 619771, 514947, 521083, 519184, 484309, 528938, 543088, 517253, 596753, 536977, 616465, 521582, 554481, 598554, 648857, 
