10, 13, 10, 12, 13, 11, 12, 12, 13, 11, 13, 9, 12, 11, 13, 12, 12, 9, 12, 11, 7, 11, 12, 12, 12, 12, 9, 11, 12, 13, 
13, 12, 13, 13, 6, 13, 14, 13, 13, 14, 12, 13, 11, 13, 14, 13, 13, 12, 6, 14, 11, 13, 12, 13, 14, 13, 11, 14, 13, 5, 
14, 14, 13, 14, 13, 12, 13, 12, 11, 14, 12, 13, 13, 14, 12, 14, 13, 11, 13, 11, 13, 14, 14, 13, 14, 14, 14, 12, 14, 13, 
14, 11, 10, 12, 14, 15, 14, 15, 14, 11, 14, 12, 14, 11, 13, 13, 11, 15, 15, 13, 13, 14, 13, 14, 13, 14, 12, 14, 15, 13, 
13, 11, 15, 15, 15, 14, 15, 15, 14, 14, 15, 14, 15, 11, 14, 14, 15, 15, 13, 12, 15, 15, 11, 14, 15, 15, 13, 14, 15, 15, 
12, 13, 14, 14, 15, 12, 15, 15, 12, 15, 14, 14, 15, 13, 15, 14, 14, 12, 10, 14, 15, 15, 15, 15, 15, 15, 11, 15, 15, 14, 
13, 14, 15, 14, 12, 13, 13, 15, 14, 14, 16, 15, 15, 15, 15, 13, 15, 16, 16, 14, 14, 15, 13, 13, 16, 15, 15, 15, 14, 12, 
16, 15, 14, 16, 16, 10, 15, 14, 14, 12, 14, 15, 14, 13, 15, 14, 15, 16, 14, 15, 14, 15, 14, 12, 14, 14, 14, 13, 15, 15, 
16, 15, 16, 14, 16, 13, 16, 11, 16, 15, 15, 12, 16, 16, 15, 16, 7, 15, 9, 15, 11, 15, 16, 10, 14, 16, 16, 16, 15, 14, 
15, 16, 16, 16, 13, 14, 16, 16, 13, 15, 16, 15, 15, 15, 16, 16, 16, 14, 15, 15, 14, 16, 10, 16, 14, 14, 14, 16, 14, 10, 
