2724, 587, 3321, 4729, 3427, 796, 4106, 3032, 1863, 4495, 3890, 2332, 4111, 3992, 1605, 776, 3404, 4083, 1876, 4936, 1169, 4559, 639, 3592, 3813, 451, 2522, 1203, 433, 4549, 
2804, 3720, 8151, 8486, 6087, 4009, 3450, 4352, 2445, 5351, 1327, 5580, 2481, 9178, 2743, 8516, 4484, 3639, 9218, 5710, 4469, 4721, 5703, 8571, 4433, 2717, 7435, 8026, 6664, 581, 
1695, 3325, 10319, 8602, 8684, 7972, 6049, 2862, 5182, 9769, 14388, 3824, 7822, 4881, 6164, 3572, 4167, 11637, 5808, 13011, 1392, 1380, 8224, 13161, 1742, 3935, 1726, 8212, 2763, 3824, 
5039, 13555, 10323, 1067, 11693, 3223, 12466, 1080, 12678, 16142, 9251, 14607, 8928, 11473, 7305, 19434, 4085, 17282, 15452, 35, 1888, 879, 6181, 5668, 4375, 16705, 4500, 6326, 16536, 14881, 
18481, 18332, 16291, 4424, 7850, 15038, 15770, 10097, 9800, 8385, 19828, 560, 15705, 3169, 14820, 2013, 3669, 7476, 11803, 12843, 21363, 12289, 23342, 1323, 8564, 1997, 22598, 6476, 10173, 18476, 
20062, 25238, 21583, 16663, 4883, 27430, 20417, 17818, 26793, 10552, 29544, 9782, 8389, 26722, 27915, 24783, 20754, 4375, 147, 4221, 28943, 5590, 23273, 22163, 20242, 25048, 18636, 13429, 28664, 10297, 
11486, 27359, 4800, 21002, 3213, 2456, 34600, 18542, 33115, 10135, 29556, 29259, 5524, 269, 13939, 26155, 21485, 12082, 15496, 32241, 25719, 12638, 11854, 5683, 33069, 26878, 17277, 3922, 8022, 13435, 
25261, 22549, 32449, 9072, 5383, 22507, 19185, 26307, 9550, 37775, 23895, 19150, 14560, 18768, 12938, 15728, 14412, 8342, 3154, 29288, 38056, 13577, 31518, 34240, 6264, 147, 37056, 5401, 38906, 15494, 
40818, 41275, 4336, 30493, 37570, 17461, 43647, 2368, 7312, 32817, 41813, 16227, 12466, 21736, 33170, 29033, 24760, 23706, 12741, 7746, 39708, 25489, 32838, 5163, 12238, 24861, 39939, 24894, 19864, 41724, 
5013, 47264, 2575, 5373, 21029, 36161, 26707, 5518, 17913, 8730, 3806, 36381, 49096, 13103, 39208, 7758, 32772, 26948, 28152, 24200, 9521, 40855, 36883, 47923, 34795, 37121, 47537, 20434, 45335, 46765, 
